,title,date,authority,link,desc
1,نظر مشورتي 7/99/307 مورخ 1399/04/02 اداره كل حقوقي قوه قضائيه,1399/04/02,اداره کل حقوقی قوه قضائیه,https://qavanin.ir/Law/TreeText/287357,استعلام : آيا قضاتي كه به هر دليلي به موجب رأي صادره از سوي دادگاه عالي رسيدگي كننده به صلاحيت قضات ضمن سلب صلاحيت قضايي حسب مورد بازنشسته يا بازخريد مي شوند، مي توانند توسط دادگاه هاي يا اشخاص به عنوان داور تعيين شوند؟ نظريه مشورتي اداره كل حقوقي قوه قضاييه : بر اساس ماده 26 قانون مجازات اسلامي مصوب 1392 «انتخاب شدن به سمت داوري» در زمره حقوق اجتماعي است و محروميت افراد از حقوق اجتماعي مجازات تبعي است كه تنها در موارد مصرح قانوني قابل اعمال است. بنابراين با عنايت به مواد 466 و 469 قانون آيين دادرسي دادگاه هاي عمومي و انقلاب در امور مدني مصوب 1379 سلب صلاحيت قضايي از طريق بازنشسته يا بازخريد كردن قاضي موضوع بند هاي 2 و 3 ماده 46 قانون نظارت بر رفتار قضات مصوب 1390 قانوناً موجب ممنوعيت انتخاب وي به عنوان داور نيست؛ مگر در موارد مشمول ماده 25 قانون مجازات اسلامي مصوب 1392 كه عنوان مجازات تبعي داشته باشد.
2,نظر مشورتي 7/99/180 مورخ 1399/04/02 اداره كل حقوقي قوه قضائيه,1399/04/02,اداره کل حقوقی قوه قضائیه,https://qavanin.ir/Law/TreeText/287358,استعلام : طبق ماده 12 قانون تعريف محدوده حريم شهر و روستا، تخلف از مقررات قانون فوق جرم بوده و ضمانت اجراي آن، تخريب ساخت و سازهاي خلاف قانون موصوف و اعمال مجازات هاي مقرر در قانون است. منظور از جرم و مجازات در اين ماده كدام است؟ در مواردي كه ماده 12 اعلام كرده جرم است ليكن مجازات آن تعيين نشده است، آيا مي توان مطابق ماده 69 قانون مجازات اسلامي حكم به مجازات جايگزين حبس داد؟ آيا اين قانون، مواد 99 و 100 قانون شهرداري را نسخ ضمني كرده است؟ نظريه مشورتي اداره كل حقوقي قوه قضاييه : هرگونه تخلف ارتكابي از سوي شخص حقيقي يا حقوقي كه نتيجه آن به هم زدن محدوده ها و حريم شهر و روستا باشد، طبق ماده 12 «قانون تعاريف محدوده و حريم شهر، روستا و شهرك و نحوه تعيين آن ها» به عنوان تجاوز به حقوق عمومي و جرم محسوب شده است و اگر رفتار واجد عنوان مجرمانه خاص و مجازات مشخصي باشد، به مجازات مقرر در قانون مربوط محكوم مي شود و در غير اين صورت با استناد به ماده 69 قانون مجازات اسلامي مصوب 1392 مجازات جايگزين حبس براي مرتكب تعيين مي شود؛ بنابراين مقررات مواد 99 و 100 قانون شهرداري ها كه صرفاً ناظر به تخلفات ساختماني است، از شمول مقررات ماده 12 قانون تعاريف محدوده و حريم شهر، روستا و شهرك و نحوه تعيين آن ها خارج است.
3,مصوبه هيئت امناي حساب ذخيره ارزي در خصوص محاسبه و عدم دريافت سود تاخير چهارساله بانك ملي ايران ناشي از استرداد تسهيلات اعطايي به شركت نفت فلات قاره,1399/04/02,هيات امناي حساب ذخيره ارزي,https://qavanin.ir/Law/TreeText/286751,"مصوبه هيئت امناي حساب ذخيره ارزي در خصوص محاسبه و عدم دريافت سود تاخير چهارساله بانك ملي ايران ناشي از استرداد تسهيلات اعطايي به شركت نفت فلات قاره مصوب 1399,04,02 با اصلاحات و الحاقات بعدي هيئت امناي حساب ذخيره ارزي در جلسه 2 /4 /1399 كميسيون اقتصاد به پيشنهاد شماره 376452 /98 مورخ 30 /10 /1398 بانك مركزي جمهوري اسلامي ايران و به استناد ماده (17) قانون احكام دايمي برنامه هاي توسعه كشور – مصوب 1395 – تصويب كرد: سود تأخير چهار ساله بانك ملي ايران ناشي از استرداد تسهيلات اعطايي به شركت نفت فلات قاره از محل حساب ذخيره ارزي به مبلغ يكصد و سي و پنج هزار (000 /135) يورو محاسبه ولي دريافت نمي شود. اسحاق جهانگيري معاون اول رييس جمهور"
4,نظر مشورتي 7/99/278 مورخ 1399/04/02 اداره كل حقوقي قوه قضائيه,1399/04/02,اداره کل حقوقی قوه قضائیه,https://qavanin.ir/Law/TreeText/287361,استعلام : در حوزه قضايي شهرستان تيران و كرون در قسمت محاكم تنها دو شعبه شامل يك شعبه كيفري دو و يك شعبه حقوقي داير است كه تصدي شعبه حقوقي با رياست دادگستري و تصدي شعبه كيفري دو با دادرس محترم است كه ابلاغ رسيدگي به پرونده هاي حقوقي و كيفري دو و انقلاب را نيز دارا است؛ غالباً حجم فعاليت هاي اداري رياست دادگستري و نيز تعداد پرونده هاي حقوقي در اين شهرستان از نظر كمي و كيفي بيشتر از پرونده هاي كيفري است و نوع پرونده هاي حقوقي نيز به صورتي است كه زمان بيشتري را مي طلبد. آيا جهت جلوگيري از اطاله دادرسي و سردرگمي دفاتر شعب در نظارت بر پرونده ها و مديريت بايگاني آن ها و تعديل حجم كار موجود، ارجاع پرونده هاي حقوقي براي ثبت در شعبه كيفري با وجود دادرس با ابلاغ هاي مذكور امكان پذيراست و نيز با توجه به اين كه رياست دادگستري علاوه بر انتصاب به عنوان رياست شعبه اول حقوقي داراي ابلاغ به عنوان دادرس انقلاب و خانواده و كيفري دو و اطفال نيز مي باشد، آيا امكان ثبت اين پرونده ها در شعبه حقوقي وجود دارد؟ نظريه مشورتي اداره كل حقوقي قوه قضاييه : اولاً، با توجه به اين كه وفق ماده 294 قانون آيين دادرسي كيفري مصوب 1392، دادگاه هاي كيفري به دادگاه كيفري يك، دادگاه كيفري دو، دادگاه انقلاب، دادگاه اطفال و نوجوانان و دادگاه نظامي تقسيم ميشود و به موجب اين قانون، صلاحيت هر يك از اين دادگاه ها براي رسيدگي به امور كيفري مشخص شده است و با عنايت به اين كه به موجب ماده 570 اين قانون، موادي از قانون تشكيل دادگاه هاي عمومي و انقلاب مصوب 1373 با اصلاحات و الحاقات بعدي، از جمله ماده يك آن در حدي كه مربوط به امور كيفري است، نسخ صريح شده است و با توجه به اين كه تجويز ارجاع پرونده هاي حقوقي به شعب كيفري دادگاه هاي عمومي و پرونده هاي كيفري به شعب حقوقي اين دادگاهها در موارد ضرورت، به موجب ماده 4 قانون تشكيل دادگاه هاي عمومي و انقلاب مصوب 1373 با اصلاحات و الحاقات بعدي به اين علت بود كه شعب كيفري و حقوقي، هر دو شعبي از دادگاه هاي عمومي بودند؛ اما با اجراي قانون آيين دادرسي كيفري جديد از تاريخ 1/4/1394 و تشكيل دادگاه هاي كيفري به شرح فوق الذكر، صلاحيت دادگاه هاي عمومي حقوقي و دادگاه هاي كيفري، از نوع صلاحيت ذاتي است؛ بنابراين، ذيل ماده 4 قانون تشكيل دادگا ه هاي عمومي و انقلاب مصوب 1373 با اصلاحات و الحاقات بعدي نيز نسخ ضمني شده است. ضمن آن كه بر دادگاه هاي كيفري، اعم از كيفري دو و يك، عنوان «شعبه جزايي» مذكور در ذيل ماده 4 ياد شده اصولاً قابل اطلاق نيست؛ بلكه بر آن ها عنوان «دادگاه كيفري» اطلاق مي شود. ثانياً، مستفاد از مواد 338 و 339 قانون آيين دادرسي كيفري مصوب 1392 و ديگر مقررات مرتبط، پرونده به «شعبه» ارجاع مي شود و نه «دادرس شعبه». بنابراين و با توجه به آنچه در بند اولاً آورده شد، ارجاع پرونده هاي حقوقي به دادگاه كيفري و يا بالعكس ارجاع پرونده هاي كيفري به دادگاه حقوقي فاقد وجاهت قانوني است؛ هرچند متصدي دادگاه كيفري يا حقوقي داراي ابلاغ دادرس هر يك از دادگاه هاي كيفري و حقوقي باشد.
5,تصويب نامه در خصوص اختيار اصلاح اساسنامه سازمانها، شركتها و موسسات دولتي و وابسته به دولت - مصوب 1377,1399/04/01,هيات وزيران,https://qavanin.ir/Law/TreeText/286962,"تصويب نامه در خصوص اختيار اصلاح اساسنامه سازمانها، شركتها و موسسات دولتي و وابسته به دولت - مصوب 1377 مصوب 1399,04,01 با اصلاحات و الحاقات بعدي هيئت وزيران در جلسه 1 /4 /1399 به پيشنهاد شماره 40677 مورخ 19 /3 /1399 وزارت تعاون، كار و رفاه اجتماعي و به استناد ماده واحده قانون استفساريه در خصوص اختيار اصلاح اساسنامه سازمان ‌ها، شركت ‌ها و مؤسسات دولتي و وابسته به دولت – مصوب 1377 - تصويب كرد: ماده (4) اساسنامه صندوق ضمانت سرمايه گذاري تعاون، موضوع تصويب نامه شماره ۲۴۴۹۳۰ /ت۴۲۶۸۳هـ مورخ 10 /12 /۱۳۸۸ و اصلاحات بعدي آن، به شرح زير اصلاح و تبصره آن ابقا مي شود: ماده ۴ - سرمايه صندوق مبلغ يكهزار و ششصد و پنجاه ميليارد (000 /000 /000 /650 /1) ريال است كه به شانزده ميليون و پانصد هزار (000 /500 /16) سهم يكصد هزار (۰۰۰ /۱۰۰) ريالي منقسم گرديده و تمامي آن متعلق به دولت است. افزايش سرمايه ياد شده از محل سود انباشته تأمين شده است. اين اصلاحيه به موجب نامه شماره 18781 /102 /99 مورخ 25 /4 /1399 به تأييد شوراي نگهبان رسيده است. اسحاق جهانگيري معاون اول رييس جمهور"
6,نظر مشورتي 7/99/33 مورخ 1399/04/01 اداره كل حقوقي قوه قضائيه,1399/04/01,اداره کل حقوقی قوه قضائیه,https://qavanin.ir/Law/TreeText/287350,استعلام : شخصي با هويت معلوم و تبعه كشور جمهوري اسلامي آذربايجان به اتهام دخالت در امر پزشكي توسط مرجع انتظامي دستگير و پرونده با صدور كيفرخواست به دادگاه انقلاب ارجاع شده است و نظر به اين كه در اخذ آدرس به كشور و شهر اكتفاء شده است و به رغم اين كه موجبات رسيدگي فراهم نبوده است، دادرس وقت شعبه مبادرت به صدور رأي غيابي كرده است؛ ليكن امكان ابلاغ رأي به متهم به لحاظ نقص آدرس مخاطب از طريق اداره كل امور بين الملل مقدور نيست و كفيل نيز آدرس دقيق متهم را نمي داند. با توجه به مراتب مذكور و نظر به اين كه نشر آگهي براي اتباع خارجي متصور نيست، نحوه ابلاغ به متهم تبعه خارجي فاقد آدرس مشخص به چه نحو است؟ نظريه مشورتي اداره كل حقوقي قوه قضاييه : در فرض سؤال كه محكوم تبعه يك كشور مشخص خارجي است ولي آدرس دقيق وي در پرونده مشخص نيست، چنانچه با لحاظ قرارداد همكاري متقابل ميان جمهوري اسلامي ايران و كشور متبوع محكوم عليه و قوانين مربوط در آن كشور، امكان ابلاغ دادنامه به محكوم وجود داشته، در چارچوب قرارداد، ابلاغ صورت مي گيرد و در صورت فقدان قرارداد همكاري متقابل و يا عدم امكان ابلاغ برابر آن با توجه به حكم مقرر در مواد 174 و 177 قانون آيين دادرسي كيفري مصوب 1392 و ماده 73 قانون آيين دادرسي دادگاه هاي عمومي و انقلاب در امور مدني مصوب 1379 و لحاظ آن كه عدم ارائه نشاني از سوي محكوم به گونه اي كه امكان ابلاغ را فراهم آورد موجب مجهول المكان تلقي كردن وي خواهد بود و اعلام وي مبني بر اقامت در يك كشور معين موجب رفع جهل از نشاني وي نيست، ابلاغ از طريق نشر آگهي در ايران به عمل مي آيد./ت
7,نظر مشورتي 7/99/310 مورخ 1399/04/01 اداره كل حقوقي قوه قضائيه,1399/04/01,اداره کل حقوقی قوه قضائیه,https://qavanin.ir/Law/TreeText/287351,استعلام : حكم بر پرداخت وجه سند تجاري (چك) از سوي دادگاه حقوقي «الف» صادر و قطعي شده است. محكوم عليه ضمن مراجعه به دادسرا و دادگاه كيفري حكم قطعي بر جعليت مندرجات چك دريافت كرده و به استناد بند 6 ماده 426 و مواد 427 و 429 قانون آيين دادرسي مدني تقاضاي اعاده دادرسي از رأي صادره از شعبه «الف» تقديم كرده و اين شعبه به لحاظ خارج از فرجه بودن تقاضاي اعاده دادرسي، قرار رد دعوي صادر كرده و اين قرار قطعي شده است. آيا به استناد ماده 18 قانون آيين دادرسي كيفري مي توان گفت كه مفاد اين ماده بر مواد 427 و 429 قانون آيين دادرسي مدني حكومت دارد و دادگاه «الف» و مرجع تجديد نظر از راي اين شعبه، در زماني كه حكم كيفري بر جعليت سند صادر شده بود نمي بايست حكم مبتني بر يك سند جعلي را معتبر دانسته و بر اساس آن اعاده دادرسي را رد كند؛ بلكه مي بايست به استناد ماده 18 مذكور اين حكم را نقض مي كرد؟ چنانچه پاسخ منفي باشد، تكليف محكومي كه طبق يك سند جعلي محكوم به پرداخت وجه شده است چيست؟ نظريه مشورتي اداره كل حقوقي قوه قضاييه : اولاً، حكم مذكور در ماده 18 قانون آيين دادرسي كيفري مصوب 1392 ناظر به مواردي است كه دعوي حقوقي در جريان رسيدگي باشد. در اين¬ صورت، با احراز شرايط مقرر در اين ماده، حكم قطعي دادگاه كيفري براي دادگاه حقوقي لازم¬الاتباع خواهد بود؛ اما فرض سؤال كه دعوي حقوقي به صدور حكم قطعي منتهي و حكم كيفري متعاقباً صادر شده است، از شمول حكم مذكور در اين ماده خروج موضوعي دارد. ثانياً، در مفروض سؤال كه اعاده دادرسي بدون ورود به ماهيت امر و صرفاً به لحاظ عدم تقديم درخواست اعاده دادرسي در مهلت قانوني رد شده است، ذي نفع مي تواند مطابق ماده 477 قانون آيين دادرسي كيفري عمل كند./ت
8,نظر مشورتي 7/99/133 مورخ 1399/04/01 اداره كل حقوقي قوه قضائيه,1399/04/01,اداره کل حقوقی قوه قضائیه,https://qavanin.ir/Law/TreeText/287352,استعلام : خواهان به استناد سند عادي در دادگاه حقوقي دعوي مطرح مي كند چنانچه خوانده در مقام دفاع اعلام نمايد در خصوص ما نحن فيه شكايت كيفري مرتبط از قبيل جعل و استفاده از سند مجهول، كلاهبرداري، خيانت در امانت، تحصيل مال از طريق نامشروع، ربا، سرقت و امثال آن در دادسراي عمومي و انقلاب مطرح كرده و دادسرا در حال رسيدگي به شكايت مرتبط است، آيا دادگاه حقوقي بايد رسيدگي به دعوي حقوقي را تا زمان صدور راي قطعي در خصوص شكايت كيفري مذكور متوقف كند؟ نظريه مشورتي اداره كل حقوقي قوه قضاييه : در فرض سؤال، ادعاي خوانده مبني بر طرح شكايت كيفري تحت عناوين مجرمانه نظير خيانت در امانت يا سرقت يا رباخواري و يا كلاهبرداري مرتبط با موضوع مطروحه در پرونده حقوقي، موجب توقف رسيدگي در دادگاه عمومي حقوقي نبوده و موضوع منصرف از ماده 19 قانون آيين دادرسي دادگاه هاي عمومي و انقلاب در امور مدني است و دادگاه عمومي حقوقي بايد به رسيدگي خود ادامه داده و با توجه به دلايل و مدارك موجود دال بر استحقاق يا عدم استحقاق خواهان، مبادرت به صدور رأي كند و مجاز به صدور قرار توقف رسيدگي نيست. بديهي است، اگر در جريان رسيدگي و پيش از صدور حكم دادگاه حقوقي، رأي قطعي كيفري مؤثر در امر حقوقي صادر شود، اين رأي براي دادگاه حقوقي متبع خواهد بود./ت
9,تصويب نامه در خصوص تغيير دستگاه اجرايي پروژه رودكي از بنياد حفظ آثار و ارزش هاي دفاع مقدس به به وزارت فرهنگ و ارشاد اسلامي,1399/04/01,هيات وزيران,https://qavanin.ir/Law/TreeText/286720,"تصويب نامه در خصوص تغيير دستگاه اجرايي پروژه رودكي از بنياد حفظ آثار و ارزش هاي دفاع مقدس به به وزارت فرهنگ و ارشاد اسلامي مصوب 1399,04,01 با اصلاحات و الحاقات بعدي هيئت وزيران در جلسه 1 /4 /1399 به پيشنهاد وزارت فرهنگ و ارشاد اسلامي و تأييد سازمان برنامه و بودجه كشور و به استناد ماده (82) قانون تنظيم بخشي از مقررات مالي دولت – مصوب 1380 – تصويب كرد: دستگاه اجرايي پروژه بنياد رودكي ذيل طرح به شماره طبقه بندي (1703013023) از بنياد حفظ آثار و ارزش هاي دفاع مقدس (111450) با اعتبار يكصد ميليارد (000 /000 /000 /100) ريال كسر و به وزارت فرهنگ و ارشاد اسلامي (114000) با شماره طبقه بندي (1703059032) تغيير مي يابد. اسحاق جهانگيري معاون اول رييس جمهور"
10,آيين نامه اجرايي جزء (2) بند (الف) ماده (80) قانون برنامه پنجساله ششم توسعه اقتصادي، اجتماعي و فرهنگي جمهوري اسلامي ايران,1399/04/01,هيات وزيران,https://qavanin.ir/Law/TreeText/286719,"هيئت وزيران در جلسه 1 /4 /1399 به پيشنهاد شماره 63577 مورخ 17 /4 /1397 وزارت كشور و به استناد جزء (2) بند (الف) ماده (80) قانون برنامه پنجساله ششم توسعه اقتصادي، اجتماعي و فرهنگي جمهوري اسلامي ايران – مصوب 1395–، آيين نامه اجرايي بند ياد شده را به شرح زير تصويب كرد: آيين نامه اجرايي جزء (2) بند (الف) ماده (80) قانون برنامه پنجساله ششم توسعه اقتصادي، اجتماعي و فرهنگي جمهوري اسلامي ايران مصوب 1399,04,01 با اصلاحات و الحاقات بعدي ماده 1 - در اين آيين نامه اصطلاحات زير در معاني مشروح مربوط به كار مي روند: 1 - برنامه كلان ملي: برنامه اي كه با هدف تغيير يا ايجاد سياست هاي كلان به منظور زمينه سازي براي تغيير وضع موجود به وضع مطلوب در گستره ملي (كل كشور) انجام مي شود. 2 - برنامه كلان محلي (بومي): اقدامات برنامه ريزي شده اي كه با هدف ايجاد وضع مطلوب در سطح يك منطقه جغرافيايي خاص مطابق معيارهاي اشاره شده در ماده (2) اين آيين نامه انجام مي شوند. 3 - برنامه كلان توسعه اي: هرگونه برنامه كلان ملي و محلي (بومي) كه با هدف توسعه اقتصادي و اجتماعي در محيط انساني طراحي و با استفاده از منابع عمومي كشور و يا با مجوز دستگاه اجرايي اجرا مي شود. 4 - پيوست اجتماعي: سندي متضمن شناسايي محيط انساني، جمعيت، مناطق تحت تأثيرات احتمالي (سرزمين)، تعيين واكنش هاي احتمالي طرف هاي تحت تأثير، ارزيابي از آثار و پيامدهاي اجتماعي و ارايه پيشنهادهاي اجرايي لازم با هدف تقويت آثار مثبت و حذف يا كاهش پيامدهاي مخرب و يا اصلاح برنامه كلان توسعه اي. 5 - حامي برنامه كلان توسعه اي: بخش دولتي يا غيردولتي كه مسئوليت برنامه كلان توسعه اي را بر عهده دارد. 6 – ذي نفعان: شامل افراد، گروه ها، تشكل ها و اقشاري كه تحت تأثير مستقيم و غيرمستقيم برنامه كلان توسعه اي واقع مي شوند و در جريان مطالعه پيوست اجتماعي شناسايي و تعيين مي گردند. ماده 2 – عناوين برنامه هاي كلان توسعه اي، كلان ملي و كلان محلي دستگاه هاي اجرايي مبتني بر قانون برنامه ششم توسعه توسط سازمان برنامه و بودجه كشور تهيه و به دستگاه هاي اجرايي ابلاغ مي شود. تبصره - عناوين برنامه هاي كلان محلي شهرداري ها توسط وزارت كشور تعيين و ابلاغ مي شود. ماده 3 - كليه حاميان برنامه هاي كلان توسعه اي مشمول اين آيين نامه، مكلفند با انتخاب مشاور ذي صلاح، مطالعات اجتماعي ناظر بر تأثير اجراي برنامه ها بر محيط اجتماعي اطراف آنها را انجام دهند. ماده 4 - مطالعات اجتماعي موضوع اين آيين نامه بايد در قالب شرح خدمات نمونه اي كه توسط سازمان برنامه و بودجه كشور با همكاري مراكز پژوهشي و دانشگاهي و دستگاه هاي اجرايي ذي ربط تهيه شده و به تصويب شوراي اجتماعي كشور مي رسد، انجام شود. ماده 5 - صلاحيت مشاوران مطالعات اجتماعي و ديگر مسايل مرتبط با ارجاع كار به اين مشاوران، مطابق روال متعارف در مورد مشاوران ساير رشته ها، توسط سازمان برنامه و بودجه كشور تعيين مي شود. ماده 6 – دستگاه هاي اجرايي و مجريان برنامه هاي كلان توسعه اي موظفند گزارش هاي نهايي شده مطالعات پيوست اجتماعي برنامه هاي مشمول اين آيين نامه را به همراه كليه اسناد و مدارك و داده هاي پشتيبان با رعايت قانون انتشار و دسترسي آزاد به اطلاعات – مصوب 1387 - و آيين نامه اجرايي آن، پيش از اجراي برنامه كلان توسعه اي به مدت حداقل (60) روز بر روي تارنماي مربوط قرار دهند. ماده 7 - به كارفرمايان (حاميان) دولتي برنامه هاي مشمول اين آيين نامه اجازه داده مي شود كه تا چهار درصد (4%) اعتبارات هر برنامه را پس از مبادله موافقت نامه با سازمان برنامه و بودجه كشور براي انجام طرح هاي پيشنهاد شده در مطالعات اجتماعي آن برنامه در محدوده بخش/ شهرستان محل اجرا، صرفاً از طريق دستگاه مسئول هر موضوع، هزينه نمايند. ماده 8 - سازمان برنامه و بودجه كشور مسئول نظارت بر اجراي پيوست اجتماعي برنامه هاي مشمول اين آيين نامه است. معاون اول رئيس جمهور - اسحاق جهانگيري"
